Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Close Approach Date,Relative Velocity km per sec,Miss Dist.(Astronomical),Miss Dist.(kilometers),Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Hazardous,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Aphelion Dist,Perihelion Time,Mean Anomaly
3549392,3549392,18.6,0.14,0.14,2002-04-22,0.59,0.97,0.97,42,2017-04-06 08:56:16,0,0.0445167,1,2458000.5,0.5186944854624693,1.698892015174571,0.13,0.33,0.9,1.0
2141851,2141851,17.7,0.22,0.22,1998-08-15,0.91,0.6,0.6,96,2017-09-25 06:51:52,0,0.0379183,1,2458000.5,0.8501086318748257,1.19791953382273,0.25,0.25,0.93,0.6
3549694,3549694,20.0,0.08,0.08,2010-11-08,0.41,0.28,0.28,23,2017-04-06 08:56:13,7,0.0205144,1,2458000.5,0.5231716247905228,1.482371877059575,0.34,0.26,0.93,0.69
3743119,3743119,19.3,0.1,0.1,2001-01-15,0.52,0.58,0.58,15,2017-04-06 08:28:26,5,0.0461669,1,2458000.5,0.6545527809657009,2.404100368962133,0.5,0.61,0.82,0.48
3102683,3102683,22.1,0.03,0.03,1995-12-22,0.27,0.75,0.75,12,2017-04-06 09:15:45,1,0.0113586,1,2458000.5,0.5567337012305469,1.006605851989085,0.01,0.12,0.92,0.75
2001862,2001862,16.25,0.43,0.43,2007-05-08,0.43,0.14,0.14,285,2017-05-18 06:20:46,0,0.025757,1,2455958.5,0.5597614018825802,1.470162312389734,0.08,0.27,0.68,0.57
3157028,3157028,20.9,0.05,0.05,2012-07-08,0.32,0.33,0.33,36,2017-04-06 09:14:01,0,0.002686,1,2458000.5,0.1813074742198211,1.080358900910442,0.3,0.06,0.88,0.38
3455100,3455100,21.3,0.04,0.04,2013-08-15,0.28,0.59,0.59,31,2017-04-06 09:00:55,1,0.00410468,1,2457800.5,0.4093554502720387,1.213050356257196,0.01,0.15,0.9,0.62
3157028,3157028,20.9,0.05,0.05,2005-01-15,0.42,0.63,0.63,36,2017-04-06 09:14:01,0,0.002686,1,2458000.5,0.1813074742198211,1.080358900910442,0.3,0.06,0.88,0.38
2455184,2455184,20.8,0.05,0.05,2009-01-08,0.28,0.69,0.69,41,2017-04-06 09:20:00,0,0.0352052,1,2458000.5,0.566597346716099,0.834975579725165,0.18,0.07,0.92,0.68
3002856,3002856,20.0,0.08,0.08,2015-04-22,0.63,0.63,0.63,25,2017-04-06 09:18:25,0,0.0254032,1,2458000.5,0.6541250187167202,1.92611661680593,0.13,0.45,0.91,0.93
2033342,2033342,17.9,0.2,0.2,2007-11-15,0.44,0.65,0.65,167,2017-04-06 09:29:19,0,0.010566,1,2454724.5,0.4179262386660452,0.7184976905003903,0.1,0.01,0.49,0.67
3726791,3726791,21.9,0.03,0.03,2011-10-08,0.23,0.29,0.29,42,2017-04-06 08:32:12,3,0.0118873,1,2458000.5,0.2665291322215915,1.217696251228673,0.07,0.12,0.89,0.28
2065679,2065679,19.4,0.1,0.1,1996-10-22,0.13,0.3,0.3,87,2017-09-28 06:49:19,0,0.014081,1,2458000.5,0.2647923813830853,0.9150848909019338,0.02,0.04,0.89,0.41
3063058,3063058,22.2,0.03,0.03,2010-07-15,0.3,0.85,0.85,15,2017-04-06 09:16:44,1,0.00293641,1,2458000.5,0.2625987776090017,0.8796745157368077,0.23,0.03,0.92,0.67
3720978,3720978,20.3,0.07,0.07,2002-01-22,0.28,0.99,0.99,35,2017-04-06 08:33:13,0,0.0182368,1,2458000.5,0.1816245750926944,1.259393819644585,0.28,0.11,0.87,0.46
3624741,3624741,19.0,0.12,0.12,2003-12-22,0.81,0.76,0.76,24,2017-04-06 08:47:08,3,0.015962,1,2458000.5,0.7706213791095967,2.752302033077451,0.33,0.79,0.91,0.98
2164202,2164202,20.8,0.05,0.05,2008-11-15,0.21,0.56,0.56,73,2017-05-28 06:20:23,0,0.0241636,1,2458000.5,0.2792445622055008,0.9882461226873592,0.06,0.06,0.91,0.98
3596144,3596144,19.0,0.12,0.12,1998-07-15,0.35,0.31,0.31,53,2017-04-06 08:51:18,0,0.0486794,1,2458000.5,0.6004890252454106,1.975250910376768,0.12,0.44,0.91,0.94
2008014,2008014,18.7,0.14,0.14,2013-10-15,0.36,0.48,0.48,57,2017-04-06 09:30:04,0,0.0170362,1,2458000.5,0.4559081164717851,1.746709011808343,0.02,0.32,0.93,0.73
3754386,3754386,19.8,0.08,0.08,2009-08-22,0.35,0.95,0.95,45,2017-04-06 08:25:12,3,0.0151958,1,2458000.5,0.2367037197621155,1.265951056342518,0.22,0.12,0.93,0.56
2413260,2413260,19.4,0.1,0.1,2008-02-08,0.37,0.98,0.98,67,2017-04-06 09:21:34,0,0.0249707,1,2458000.5,0.3815149390777431,0.7765954143905196,0.16,0.02,0.91,0.92
3635331,3635331,21.8,0.03,0.03,2007-12-15,0.34,0.14,0.14,28,2017-04-06 08:46:01,0,0.0265654,1,2458000.5,0.4227011969381153,1.099992298054736,0.04,0.12,0.93,0.57
2363505,2363505,18.1,0.18,0.18,1999-06-08,0.41,1.0,1.0,236,2017-04-06 09:22:44,0,0.0345132,1,2455026.5,0.3367760294257492,0.7813002455679843,0.05,0.02,0.54,0.64
3555763,3555763,20.855,0.05,0.05,2011-01-22,0.68,0.34,0.34,18,2017-07-16 05:12:03,2,0.0232265,1,2458000.5,0.7834519376266729,2.264297982587081,0.05,0.62,0.91,0.97
3367027,3367027,18.8,0.13,0.13,2007-01-15,0.7,0.33,0.33,29,2017-04-06 09:07:10,0,0.0234425,1,2458000.5,0.8261275015881013,2.183641931601529,0.15,0.61,0.85,0.33
2423709,2423709,19.7,0.09,0.09,1997-08-22,0.47,0.65,0.65,94,2017-04-06 09:21:04,0,0.00934325,1,2458000.5,0.4047398183080834,1.471885136452388,0.17,0.22,0.88,0.28
3550889,3550889,19.8,0.08,0.08,2010-12-08,0.32,0.09,0.09,40,2017-04-06 08:56:29,0,0.00110985,1,2458000.5,0.6074477960806909,1.864647710084989,0.0,0.41,0.95,0.6
2152671,2152671,20.1,0.07,0.07,2004-07-22,0.19,0.46,0.46,77,2017-04-06 09:27:14,0,0.0454035,1,2458000.5,0.3660078747798312,1.128819084295233,0.04,0.12,0.91,0.86
3519490,3519490,20.9,0.05,0.05,1997-05-22,0.28,0.44,0.44,27,2017-04-06 08:57:40,1,0.0287327,1,2458000.5,0.3198292493628673,1.190598312793419,0.31,0.12,0.88,0.42
3114027,3114027,20.6,0.06,0.06,2014-03-15,0.64,0.83,0.83,10,2017-04-06 09:15:27,1,0.028236,1,2458000.5,0.5792062759820261,1.77809404192053,0.04,0.37,0.86,0.41
2470310,2470310,19.4,0.1,0.1,2006-06-22,0.49,0.43,0.43,48,2017-09-01 06:21:57,0,0.00624191,1,2458000.5,0.39522633699663,0.9384403581427148,0.33,0.07,0.92,0.53
3381449,3381449,19.1,0.11,0.11,2014-02-08,0.43,0.88,0.88,38,2017-04-20 12:22:05,0,0.0140154,1,2458000.5,0.8007120194722999,2.140331728195972,0.08,0.58,0.88,0.16
2154276,2154276,17.6,0.23,0.23,2014-02-15,0.51,0.93,0.93,87,2017-04-06 09:26:58,0,0.00294794,1,2458000.5,0.6892943607675215,1.704409267261171,0.12,0.39,0.95,0.6
3669253,3669253,18.9,0.13,0.13,2003-06-08,0.3,0.09,0.09,46,2017-09-18 06:53:52,1,0.00780919,1,2458000.5,0.2591852622152756,0.8508260810584923,0.35,0.02,0.91,0.78
3634904,3634904,20.7,0.05,0.05,2013-04-15,0.31,0.43,0.43,16,2017-04-06 08:46:05,1,0.0242192,1,2458000.5,0.3713300996356434,1.564441200467114,0.2,0.24,0.88,0.21
3714452,3714452,20.6,0.06,0.06,1996-04-22,0.54,0.36,0.36,17,2017-04-06 08:34:48,3,0.0281473,1,2458000.5,0.6205252129223062,0.8607400158750946,0.06,0.09,0.92,0.58
3074754,3074754,20.4,0.06,0.06,2007-04-08,0.62,0.31,0.31,30,2017-09-13 06:17:47,0,0.013697,1,2458000.5,0.6938934702118034,1.314019953010676,0.12,0.26,0.9,1.0
2385252,2385252,19.3,0.1,0.1,2000-02-15,0.68,0.74,0.74,29,2017-04-06 09:22:12,0,0.0289041,1,2458000.5,0.1836939533965696,1.052973998611236,0.66,0.06,0.9,0.05
2138404,2138404,19.1,0.11,0.11,2000-01-15,0.18,0.39,0.39,81,2017-05-23 06:19:14,0,0.0271362,1,2458000.5,0.3186827308000716,1.139067554655481,0.03,0.11,0.93,0.53
2041429,2041429,20.6,0.06,0.06,1996-04-15,0.4,0.12,0.12,68,2017-04-06 09:29:09,0,0.0108978,1,2458000.5,0.5552919817551426,1.592525299226635,0.03,0.31,0.94,0.58
2235756,2235756,18.7,0.14,0.14,2004-10-15,0.59,0.58,0.58,55,2017-04-06 09:25:04,0,0.0355664,1,2458000.5,0.2588036172879105,1.133350340863139,0.52,0.09,0.91,0.82
2037655,2037655,17.9,0.2,0.2,2000-04-08,0.63,0.54,0.54,75,2017-04-06 09:29:13,0,0.0238783,1,2458000.5,0.752413202114073,1.477785688741725,0.24,0.33,0.93,0.75
2388945,2388945,20.4,0.06,0.06,2006-04-08,0.47,0.85,0.85,82,2017-04-06 09:22:03,0,0.017126,1,2458000.5,0.3903620492419989,1.589760322348412,0.12,0.25,0.94,0.62
2494975,2494975,19.1,0.11,0.11,1997-01-15,0.34,0.2,0.2,30,2017-09-12 06:21:26,1,0.0491136,1,2458000.5,0.3854973826641557,1.374216559377913,0.23,0.19,0.91,0.88
3634615,3634615,21.0,0.05,0.05,2015-11-08,0.46,0.5,0.5,21,2017-04-06 08:46:11,1,0.0227551,1,2458000.5,0.5825419003651459,2.011801300557808,0.03,0.45,0.96,0.6
3741556,3741556,21.3,0.04,0.04,1996-02-08,0.25,0.36,0.36,13,2017-08-10 06:19:42,5,0.0427367,1,2458000.5,0.4523207253538421,1.70299590939779,0.16,0.31,0.94,0.68
3574100,3574100,21.0,0.05,0.05,1996-12-15,0.23,0.18,0.18,25,2017-04-06 08:53:08,1,0.038891,1,2458000.5,0.4435059330287279,1.655481881766309,0.07,0.29,0.93,0.77
2004660,2004660,18.2,0.17,0.17,2011-03-22,0.45,0.89,0.89,105,2017-07-27 06:21:49,0,0.00290752,1,2458000.5,0.3600073024231731,1.488684198998776,0.02,0.22,0.94,0.61
2465617,2465617,21.4,0.04,0.04,2001-09-15,0.14,0.06,0.06,22,2017-04-06 09:19:31,0,0.0321026,1,2458000.5,0.2297965278374581,1.242059728928979,0.12,0.12,0.87,0.49
2162422,2162422,20.6,0.06,0.06,1996-03-08,0.38,0.06,0.06,65,2017-04-06 09:26:30,0,0.0118739,1,2458000.5,0.5311350633464,1.207352901316726,0.02,0.18,0.89,0.3
3335613,3335613,20.9,0.05,0.05,2006-06-15,0.44,0.07,0.07,10,2017-04-06 09:08:29,8,0.0225783,1,2453896.5,0.6985874910238739,2.332295291538348,0.08,0.6,0.39,0.96
2471323,2471323,19.4,0.1,0.1,2006-06-08,0.72,0.93,0.93,22,2017-04-06 09:19:11,0,0.0437754,1,2458000.5,0.4938564854124059,1.169784152291741,0.31,0.16,0.92,0.77
2035107,2035107,16.7,0.35,0.35,2008-08-15,0.17,0.09,0.09,337,2017-04-06 09:29:19,0,0.0260101,1,2458000.5,0.1443055351799036,1.137382468291201,0.18,0.07,0.88,0.41
3125003,3125003,21.2,0.04,0.04,2002-04-15,0.34,0.15,0.15,29,2017-04-06 09:15:11,0,0.00488139,1,2458000.5,0.4166461567271588,1.067897393652302,0.12,0.11,0.9,0.1
2267720,2267720,18.9,0.13,0.13,2003-01-15,0.51,0.26,0.26,54,2017-04-06 09:24:35,0,0.0497275,1,2458000.5,0.7197162846500615,1.379169202107509,0.28,0.28,0.9,0.12
3574821,3574821,20.9,0.05,0.05,2015-08-08,0.42,0.47,0.47,26,2017-04-06 08:53:02,0,0.0364407,1,2458000.5,0.6375857964661167,2.516989364675436,0.08,0.64,0.81,0.49
2329437,2329437,19.4,0.1,0.1,2003-12-08,0.13,0.48,0.48,149,2017-04-06 09:23:36,0,0.0353752,1,2458000.5,0.2430872347465894,0.9354356645687092,0.09,0.04,0.9,0.06
3137865,3137865,21.6,0.04,0.04,2014-03-08,0.31,0.69,0.69,13,2017-04-06 09:14:43,0,0.0139591,1,2458000.5,0.1320464248241487,1.133217563559941,0.22,0.07,0.91,0.9
3544935,3544935,21.7,0.03,0.03,2010-08-08,0.16,0.32,0.32,14,2017-04-06 08:56:59,2,0.0218662,1,2458000.5,0.2117752909539491,0.8887486463636526,0.19,0.02,0.9,0.07
2007482,2007482,16.8,0.33,0.33,2011-02-08,0.44,0.86,0.86,96,2017-04-06 09:30:08,0,0.000958186,1,2458000.5,0.3283393095931395,1.346207298187098,0.44,0.17,0.89,0.13
2416151,2416151,20.7,0.05,0.05,2001-12-15,0.2,0.87,0.87,71,2017-04-06 09:21:23,0,0.0498954,1,2458000.5,0.3063818124845617,1.111709253422689,0.06,0.1,0.9,0.02
2194268,2194268,18.2,0.17,0.17,1998-01-22,1.0,1.0,1.0,67,2017-04-06 09:25:38,0,0.0260591,1,2458000.5,0.787385250618907,1.452969205978564,0.07,0.33,0.89,0.14
2450894,2450894,18.3,0.17,0.17,1998-08-15,0.58,0.9,0.9,67,2017-04-06 09:20:09,0,0.0108398,1,2458000.5,0.5935203654340239,2.221578812619061,0.11,0.52,0.94,0.79
3046125,3046125,21.4,0.04,0.04,2000-08-15,0.36,0.07,0.07,25,2017-04-06 09:16:53,0,0.0166242,1,2458000.5,0.5230569625431785,1.409088238844204,0.12,0.24,0.88,0.29
2365071,2365071,18.1,0.18,0.18,2011-08-22,0.51,0.25,0.25,147,2017-04-06 09:22:41,0,0.0193974,1,2458000.5,0.073972129066506,1.029793001328298,0.61,0.03,0.88,0.41
2004660,2004660,18.2,0.17,0.17,2002-01-22,0.12,0.05,0.05,105,2017-07-27 06:21:49,0,0.00290752,1,2458000.5,0.3600073024231731,1.488684198998776,0.02,0.22,0.94,0.61
3726791,3726791,21.9,0.03,0.03,2008-05-08,0.17,0.93,0.93,42,2017-04-06 08:32:12,3,0.0118873,1,2458000.5,0.2665291322215915,1.217696251228673,0.07,0.12,0.89,0.28
2451370,2451370,21.5,0.04,0.04,2015-03-15,0.12,0.59,0.59,43,2017-04-06 09:20:08,0,0.0377422,1,2458000.5,0.2307270181901738,1.187732895267396,0.07,0.1,0.93,0.66
2004183,2004183,14.4,1.0,1.0,2000-12-22,0.48,0.28,0.28,350,2017-04-06 09:30:37,0,0.0282524,1,2458000.5,0.6343498179170188,1.982213700330095,0.09,0.46,0.91,0.94
3556126,3556126,21.4,0.04,0.04,2005-06-08,0.53,0.3,0.3,12,2017-04-06 08:54:43,7,0.00730241,1,2458000.5,0.803361690242676,1.919843476082415,0.07,0.5,0.96,0.56
2416801,2416801,19.6,0.09,0.09,2014-09-22,0.34,0.86,0.86,54,2017-04-06 09:21:19,0,0.00644692,1,2458000.5,0.4975688778293094,1.193774649892514,0.22,0.17,0.89,0.3
3307228,3307228,21.2,0.04,0.04,1999-04-08,0.28,0.84,0.84,26,2017-04-06 09:09:38,0,0.0278008,1,2458000.5,0.2662892490503571,0.8410412387622234,0.23,0.02,0.91,0.82
3682230,3682230,20.6,0.06,0.06,1997-08-15,0.6,0.77,0.77,22,2017-07-21 11:36:50,0,0.0454314,1,2458000.5,0.3729143449910114,1.26060158508341,0.5,0.16,0.88,0.3
2041429,2041429,20.6,0.06,0.06,2014-06-22,0.32,0.6,0.6,68,2017-04-06 09:29:09,0,0.0108978,1,2458000.5,0.5552919817551426,1.592525299226635,0.03,0.31,0.94,0.58
2487577,2487577,21.2,0.04,0.04,2013-12-22,0.36,0.49,0.49,49,2017-04-17 06:20:01,1,0.00179278,1,2458000.5,0.2357982608723967,0.9638049665628996,0.14,0.05,0.9,0.12
3752729,3752729,21.2,0.04,0.04,2011-05-08,0.54,0.8,0.8,36,2017-05-25 06:19:36,0,0.0291767,1,2458000.5,0.3831512890787602,0.9945427865591094,0.15,0.08,0.93,0.56
2004769,2004769,16.9,0.32,0.32,2001-08-15,0.22,0.64,0.64,89,2017-04-06 09:46:21,0,0.0203525,1,2458000.5,0.4831693230163794,1.063298253689737,0.12,0.12,0.88,0.41
3477577,3477577,20.4,0.06,0.06,2005-05-15,0.3,0.77,0.77,28,2017-04-06 08:59:10,1,0.000726616,1,2458000.5,0.1690550541257498,1.180565643936547,0.34,0.09,0.9,0.12
3567973,3567973,21.6,0.04,0.04,2011-06-15,0.3,0.02,0.02,21,2017-04-06 08:53:19,2,0.00251047,1,2458000.5,0.2874280763549985,1.099697548769544,0.28,0.09,0.89,0.23
3740926,3740926,21.7,0.03,0.03,2005-02-08,0.76,0.91,0.91,8,2017-04-06 08:28:55,6,0.00575162,1,2458000.5,0.7127403368733652,2.360527014536164,0.1,0.62,0.82,0.5
3600242,3600242,19.9,0.08,0.08,2003-09-08,0.9,1.0,1.0,19,2017-04-06 08:50:42,2,0.0298515,1,2458000.5,0.515313587190268,0.9176740341784246,0.71,0.09,0.91,0.96
3120892,3120892,19.4,0.1,0.1,2012-09-15,0.55,0.93,0.93,33,2017-04-06 09:15:14,0,0.0202174,1,2458000.5,0.6813273146701014,3.234045391712932,0.4,0.9,0.92,0.96
3736248,3736248,19.5,0.09,0.09,2016-04-22,0.42,0.97,0.97,53,2017-04-06 08:30:04,3,0.0490569,1,2458000.5,0.4636090556586665,1.482449029032005,0.44,0.24,0.92,0.8
3014110,3014110,21.3,0.04,0.04,2014-09-08,0.45,0.14,0.14,26,2017-04-06 09:17:43,0,0.0203437,1,2458000.5,0.5804470592856671,1.148003078928492,0.31,0.17,0.93,0.56
2297418,2297418,18.5,0.15,0.15,2006-12-08,0.34,0.38,0.38,119,2017-04-06 09:24:10,0,0.0188446,1,2458000.5,0.4669622105465801,0.8113635191877953,0.14,0.05,0.89,0.46
2163683,2163683,19.0,0.12,0.12,2014-10-08,0.49,0.96,0.96,41,2017-04-06 09:26:13,0,0.0201161,1,2458000.5,0.688205908074092,1.576877477332597,0.27,0.34,0.86,0.49
2090403,2090403,17.6,0.23,0.23,2008-01-15,0.25,0.8,0.8,154,2017-04-06 09:28:19,0,0.0364095,1,2458000.5,0.2801509894021531,1.234490119116537,0.25,0.13,0.92,0.76
3703166,3703166,20.8,0.05,0.05,2012-12-22,0.11,0.96,0.96,37,2017-06-03 06:17:54,0,0.00676109,1,2458000.5,0.3854135580932306,1.553277835302536,0.09,0.24,0.88,0.29
2099942,2099942,19.7,0.09,0.09,2005-08-08,0.18,0.53,0.53,193,2014-10-09 14:48:04,0,0.000659446,1,2454441.5,0.1910795219761208,0.9222788903126814,0.04,0.03,0.47,0.6
3392084,3392084,21.0,0.05,0.05,2007-10-22,0.72,0.3,0.3,15,2017-04-06 09:05:27,7,0.00787483,1,2458000.5,0.6644071800761759,1.954128756739944,0.68,0.46,0.95,0.67
2085236,2085236,18.6,0.14,0.14,2008-11-22,0.3,0.2,0.2,78,2017-04-06 09:28:42,0,0.00118835,1,2458000.5,0.3111886921828933,1.233976567175179,0.17,0.13,0.94,0.51
3717082,3717082,21.0,0.05,0.05,2003-04-15,0.35,0.8,0.8,15,2017-04-06 08:34:07,4,0.0214934,1,2458000.5,0.169415416938495,1.214292867583455,0.41,0.09,0.89,0.16
3015691,3015691,21.1,0.05,0.05,1998-11-22,0.36,0.08,0.08,33,2016-12-10 15:01:27,0,0.0369664,1,2457800.5,0.4438028642041213,0.8509265747732828,0.31,0.05,0.88,0.97
3741556,3741556,21.3,0.04,0.04,2007-05-15,0.45,0.77,0.77,13,2017-08-10 06:19:42,5,0.0427367,1,2458000.5,0.4523207253538421,1.70299590939779,0.16,0.31,0.94,0.68
3472299,3472299,20.9,0.05,0.05,2007-04-08,0.68,0.84,0.84,10,2017-04-06 08:59:28,8,0.0142423,1,2455129.5,0.3160950026748142,0.8185210340174743,0.56,0.02,0.52,0.39
3025766,3025766,22.1,0.03,0.03,2000-01-15,0.33,0.07,0.07,24,2017-04-06 09:17:11,0,0.00767126,1,2458000.5,0.5194540869703551,1.2865451823245,0.03,0.2,0.91,0.98
3770330,3770330,20.5,0.06,0.06,2010-10-15,0.34,0.73,0.73,23,2017-09-15 06:22:57,5,0.00624978,1,2458000.5,0.5714881385786736,1.332799976655549,0.13,0.23,0.87,0.44
3713991,3713991,19.9,0.08,0.08,1997-06-15,0.23,0.27,0.27,25,2017-04-06 08:34:56,3,0.0248668,1,2458000.5,0.5206780982063723,1.882979361818189,0.12,0.38,0.93,0.82
3703080,3703080,21.6,0.04,0.04,1995-01-01,0.13,0.84,0.84,17,2017-04-06 08:36:37,5,0.0252819,1,2458000.5,0.4255490832802685,1.407011302712976,0.08,0.21,0.93,0.74
3367027,3367027,18.8,0.13,0.13,2000-05-15,0.85,0.59,0.59,29,2017-04-06 09:07:10,0,0.0234425,1,2458000.5,0.8261275015881013,2.183641931601529,0.15,0.61,0.85,0.33
3767037,3767037,21.7,0.03,0.03,2008-07-08,0.19,0.58,0.58,18,2017-04-20 12:26:29,3,0.0482413,1,2458000.5,0.305772298560184,0.9362706883763569,0.1,0.05,0.9,0.99
